city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,zips
Williamstown,Williamstown,KY,Kentucky,21081,Grant,38.6415,-84.5675,41097
Carroll Valley,Carroll Valley,PA,Pennsylvania,42001,Adams,39.7499,-77.3805,17320
Santa Venetia,Santa Venetia,CA,California,6041,Marin,38.0056,-122.5033,94901 94903
Pine Island,Pine Island,MN,Minnesota,27049,Goodhue,44.1968,-92.6166,55963
Lewisburg,Lewisburg,WV,West Virginia,54025,Greenbrier,37.8096,-80.4327,24901
Raymond,Raymond,WI,Wisconsin,55101,Racine,42.8003,-88.0118,53126 53108
Livingston,Livingston,TN,Tennessee,47133,Overton,36.3875,-85.3265,38570
Oaklyn,Oaklyn,NJ,New Jersey,34007,Camden,39.9023,-75.0813,08107
Austin,Austin,IN,Indiana,18143,Scott,38.7417,-85.8117,47102
Mulberry,Mulberry,FL,Florida,12105,Polk,27.9058,-81.9873,33860
Smithville,Smithville,TX,Texas,48021,Bastrop,30.0082,-97.152,78957
Manning,Manning,SC,South Carolina,45027,Clarendon,33.6933,-80.2167,29102
Kittanning,Kittanning,PA,Pennsylvania,42005,Armstrong,40.8279,-79.5233,16201
Seven Lakes,Seven Lakes,NC,North Carolina,37125,Moore,35.2647,-79.5865,27376
Lincoln,Lincoln,ID,Idaho,16019,Bonneville,43.5183,-111.9692,83401
Morrison,Morrison,IL,Illinois,17195,Whiteside,41.8076,-89.9616,61270
Benton Heights,Benton Heights,MI,Michigan,26021,Berrien,42.1211,-86.4137,49022
Fairbury,Fairbury,NE,Nebraska,31095,Jefferson,40.1448,-97.1764,68352
Stanley,Stanley,NC,North Carolina,37071,Gaston,35.3552,-81.0938,28164
Baxter Springs,Baxter Springs,KS,Kansas,20021,Cherokee,37.0195,-94.7351,66713
Highland Acres,Highland Acres,DE,Delaware,10001,Kent,39.1163,-75.5216,19901
Mount Repose,Mount Repose,OH,Ohio,39025,Clermont,39.1907,-84.2197,45150
Indian Head,Indian Head,MD,Maryland,24017,Charles,38.5987,-77.1555,20640
Ahtanum,Ahtanum,WA,Washington,53077,Yakima,46.5573,-120.6138,98903 98908 98909
Clifton,Clifton,AZ,Arizona,4011,Greenlee,33.0249,-109.2883,85533 85540
Frazer,Frazer,PA,Pennsylvania,42029,Chester,40.0374,-75.556,19355
Elm Creek,Elm Creek,TX,Texas,48323,Maverick,28.7783,-100.491,78852
Pleasant Run Farm,Pleasant Run Farm,OH,Ohio,39061,Hamilton,39.3016,-84.5493,45240
Centerville,Centerville,MN,Minnesota,27003,Anoka,45.164,-93.054,55038
Punta Santiago,Punta Santiago,PR,Puerto Rico,72069,Humacao,18.1619,-65.7584,00741
Emigsville,Emigsville,PA,Pennsylvania,42133,York,40.0077,-76.7303,17406 17318
Lake of the Woods,Lake of the Woods,AZ,Arizona,4017,Navajo,34.1547,-109.9936,85929
Hephzibah,Hephzibah,GA,Georgia,13245,Richmond,33.2906,-82.0994,30815
McGehee,McGehee,AR,Arkansas,5041,Desha,33.6278,-91.3953,71654
Northumberland,Northumberland,PA,Pennsylvania,42097,Northumberland,40.8966,-76.7933,17857
Irwin,Irwin,PA,Pennsylvania,42129,Westmoreland,40.325,-79.6996,15642
Putnam Lake,Putnam Lake,NY,New York,36079,Putnam,41.4737,-73.5507,12563 10509
Wintersville,Wintersville,OH,Ohio,39081,Jefferson,40.3791,-80.7095,43953
Valley Springs,Valley Springs,CA,California,6009,Calaveras,38.1694,-120.826,95252
Madill,Madill,OK,Oklahoma,40095,Marshall,34.0872,-96.7744,73446
St. Joseph,St. Joseph,IL,Illinois,17019,Champaign,40.114,-88.0354,61873
Holly Ridge,Holly Ridge,NC,North Carolina,37133,Onslow,34.4953,-77.527,28445
Laurel,Laurel,DE,Delaware,10005,Sussex,38.5691,-75.5689,19956
Troy,Troy,TX,Texas,48027,Bell,31.2,-97.3019,76501 76579
Wildwood Lake,Wildwood Lake,TN,Tennessee,47011,Bradley,35.0893,-84.8512,37323
Brookland,Brookland,AR,Arkansas,5031,Craighead,35.8991,-90.5767,72417
Pearl River,Pearl River,MS,Mississippi,28099,Neshoba,32.7889,-89.2384,39350
Village Green,Village Green,NY,New York,36067,Onondaga,43.1323,-76.3108,13027
Plain City,Plain City,OH,Ohio,39097,Madison,40.1066,-83.2686,43064
Upland,Upland,IN,Indiana,18053,Grant,40.4639,-85.5008,46989
Eastwood,Eastwood,LA,Louisiana,22015,Bossier,32.5607,-93.5625,71037 71067
Carrollton,Carrollton,KY,Kentucky,21041,Carroll,38.6799,-85.1658,41008
Whitmore Village,Whitmore Village,HI,Hawaii,15003,Honolulu,21.5119,-158.0274,96786
Richwood,Richwood,NJ,New Jersey,34015,Gloucester,39.7139,-75.1731,08071 08074 08062 08025
Deephaven,Deephaven,MN,Minnesota,27053,Hennepin,44.9318,-93.5293,55331 55391
Rocky Ford,Rocky Ford,CO,Colorado,8089,Otero,38.0499,-103.7225,81067
Santa Bárbara,Santa Barbara,PR,Puerto Rico,72029,Canóvanas,18.3954,-65.9172,00729
Zelienople,Zelienople,PA,Pennsylvania,42019,Butler,40.7886,-80.1428,16063
Meadowbrook,Meadowbrook,CA,California,6065,Riverside,33.7253,-117.2851,92570
Kelseyville,Kelseyville,CA,California,6033,Lake,38.9704,-122.8328,95451
Mountain Home,Mountain Home,NC,North Carolina,37089,Henderson,35.3708,-82.5021,28792 28791 28758
Cresco,Cresco,IA,Iowa,19089,Howard,43.3718,-92.1163,52136
Glennville,Glennville,GA,Georgia,13267,Tattnall,31.9379,-81.9305,30427
Benson,Benson,NC,North Carolina,37101,Johnston,35.386,-78.5437,27504
Marshall,Marshall,IL,Illinois,17023,Clark,39.3986,-87.69,62441
Mountain Green,Mountain Green,UT,Utah,49029,Morgan,41.1476,-111.7901,84050
West Point,West Point,GA,Georgia,13285,Troup,32.8937,-85.1453,31833
Hauula,Hauula,HI,Hawaii,15003,Honolulu,21.6111,-157.9118,96717 96762
Kiel,Kiel,WI,Wisconsin,55071,Manitowoc,43.9167,-88.0266,53042
Riverside,Riverside,MO,Missouri,29165,Platte,39.1703,-94.6306,64150 64168
Ravenswood,Ravenswood,WV,West Virginia,54035,Jackson,38.9561,-81.7619,26164
Nichols Hills,Nichols Hills,OK,Oklahoma,40109,Oklahoma,35.5468,-97.5445,73116 73120
Pennsburg,Pennsburg,PA,Pennsylvania,42091,Montgomery,40.3936,-75.4965,18073
Placitas,Placitas,NM,New Mexico,35043,Sandoval,35.3226,-106.4437,87043
Gibson,Gibson,AR,Arkansas,5119,Pulaski,34.8923,-92.2341,72120
Aledo,Aledo,IL,Illinois,17131,Mercer,41.199,-90.7459,61231
Parkesburg,Parkesburg,PA,Pennsylvania,42029,Chester,39.9593,-75.9177,19365
Cockrell Hill,Cockrell Hill,TX,Texas,48113,Dallas,32.7382,-96.8885,75211
Butte,Butte,AK,Alaska,2170,Matanuska-Susitna,61.5539,-149.0035,99645
Florence,Florence,CO,Colorado,8043,Fremont,38.3836,-105.1114,81226 81290
Fort Gibson,Fort Gibson,OK,Oklahoma,40101,Muskogee,35.7763,-95.2602,74434
Port Monmouth,Port Monmouth,NJ,New Jersey,34025,Monmouth,40.4338,-74.1009,07748 07758
Cisco,Cisco,TX,Texas,48133,Eastland,32.3848,-98.9805,76437
Hawaiian Ocean View,Hawaiian Ocean View,HI,Hawaii,15001,Hawaii,19.0959,-155.775,96737
West Nyack,West Nyack,NY,New York,36087,Rockland,41.0907,-73.9714,10994
Tierra Verde,Tierra Verde,FL,Florida,12103,Pinellas,27.6687,-82.7299,33715
West Liberty,West Liberty,IA,Iowa,19139,Muscatine,41.5727,-91.2623,52776
Elim,Elim,PA,Pennsylvania,42021,Cambria,40.2989,-78.943,15905
Shrewsbury,Shrewsbury,PA,Pennsylvania,42133,York,39.7714,-76.6799,17361
Williamston,Williamston,MI,Michigan,26065,Ingham,42.6834,-84.2836,48895
High Point,High Point,FL,Florida,12053,Hernando,28.5475,-82.5206,34613
Clayton,Clayton,DE,Delaware,10001,Kent,39.2849,-75.6366,19938
Lancaster,Lancaster,KY,Kentucky,21079,Garrard,37.6148,-84.5815,40444
Woodlawn,Woodlawn,OH,Ohio,39061,Hamilton,39.2556,-84.471,45215
Emerald Isle,Emerald Isle,NC,North Carolina,37031,Carteret,34.6648,-77.0292,28594
Wyboo,Wyboo,SC,South Carolina,45027,Clarendon,33.5613,-80.2148,29102 29148
Kutztown University,Kutztown University,PA,Pennsylvania,42011,Berks,40.5103,-75.7851,19530
Southport,Southport,NC,North Carolina,37019,Brunswick,33.9411,-78.0205,28461
Brookmont,Brookmont,MD,Maryland,24031,Montgomery,38.9546,-77.1292,20812 20816
South Blooming Grove,South Blooming Grove,NY,New York,36071,Orange,41.3735,-74.179,10950
Frackville,Frackville,PA,Pennsylvania,42107,Schuylkill,40.7833,-76.2329,17931 17932
Northlake,Northlake,SC,South Carolina,45007,Anderson,34.5691,-82.6838,29625 29621
Amite City,Amite City,LA,Louisiana,22105,Tangipahoa,30.7323,-90.5133,70422
Dwight,Dwight,IL,Illinois,17105,Livingston,41.0983,-88.4249,60420
Norwood Young America,Norwood Young America,MN,Minnesota,27019,Carver,44.7721,-93.9192,55368 55397 55554
Colonial Beach,Colonial Beach,VA,Virginia,51193,Westmoreland,38.2567,-76.9777,22443
Elroy,Elroy,NC,North Carolina,37191,Wayne,35.3308,-77.9226,27534
Eldorado,Eldorado,IL,Illinois,17165,Saline,37.8114,-88.4415,62930
Coal Valley,Coal Valley,IL,Illinois,17161,Rock Island,41.4416,-90.4462,61240
Hahnville,Hahnville,LA,Louisiana,22089,St. Charles,29.9641,-90.4141,70057
Anthony,Anthony,TX,Texas,48141,El Paso,31.9876,-106.5933,79821
Pinch,Pinch,WV,West Virginia,54039,Kanawha,38.4062,-81.481,25071 25156
Navy,Navy,VA,Virginia,51059,Fairfax,38.8882,-77.3907,22033 20171
Bonanza,Bonanza,GA,Georgia,13063,Clayton,33.4589,-84.3379,30228 30238
Wingate,Wingate,NC,North Carolina,37179,Union,34.9859,-80.448,28174
Booneville,Booneville,AR,Arkansas,5083,Logan,35.1392,-93.9178,72927
Marshall,Marshall,WI,Wisconsin,55025,Dane,43.1726,-89.0613,53559
Glen Raven,Glen Raven,NC,North Carolina,37001,Alamance,36.1246,-79.4649,27217
Hesston,Hesston,KS,Kansas,20079,Harvey,38.1401,-97.427,67062
Bunker Hill Village,Bunker Hill Village,TX,Texas,48201,Harris,29.7647,-95.5317,77024
Blennerhassett,Blennerhassett,WV,West Virginia,54107,Wood,39.2562,-81.6316,26101 26181
Bluffton,Bluffton,OH,Ohio,39003,Allen,40.8912,-83.8887,45817
Boyne City,Boyne City,MI,Michigan,26029,Charlevoix,45.2136,-85.0132,49712
York Harbor,York Harbor,ME,Maine,23031,York,43.1435,-70.649,03909 03911
Thompsonville,Thompsonville,PA,Pennsylvania,42125,Washington,40.2802,-80.1205,15317
Westhampton,Westhampton,NY,New York,36103,Suffolk,40.8325,-72.6616,11978 11977 11959
Clyde,Clyde,TX,Texas,48059,Callahan,32.4056,-99.5039,79510
Gentry,Gentry,AR,Arkansas,5007,Benton,36.2571,-94.4908,72734
Waukon,Waukon,IA,Iowa,19005,Allamakee,43.2686,-91.4785,52172
White Bluff,White Bluff,TN,Tennessee,47043,Dickson,36.1005,-87.2117,37187
North Hudson,North Hudson,WI,Wisconsin,55109,St. Croix,44.9973,-92.7564,54016
Beechwood,Beechwood,MS,Mississippi,28149,Warren,32.3303,-90.819,39180
Hazel Green,Hazel Green,AL,Alabama,1089,Madison,34.9236,-86.5671,35750
Pulaski,Pulaski,WI,Wisconsin,55009,Brown,44.6684,-88.2351,54162
Oakhurst,Oakhurst,NJ,New Jersey,34025,Monmouth,40.2607,-74.0263,07755
Newcomerstown,Newcomerstown,OH,Ohio,39157,Tuscarawas,40.2762,-81.5949,43832
Basalt,Basalt,CO,Colorado,8037,Eagle,39.3663,-107.0413,81621
Bayport,Bayport,MN,Minnesota,27163,Washington,45.0152,-92.7789,55003
Denver,Denver,PA,Pennsylvania,42071,Lancaster,40.2326,-76.1392,17517
Bishop,Bishop,CA,California,6027,Inyo,37.3665,-118.3958,93514 93515
Rosita,Rosita,TX,Texas,48323,Maverick,28.6244,-100.4287,78852
Amberley,Amberley,OH,Ohio,39061,Hamilton,39.2035,-84.4283,45237 45236 45222
Merchantville,Merchantville,NJ,New Jersey,34007,Camden,39.9502,-75.0504,08109
Watergate,Watergate,FL,Florida,12099,Palm Beach,26.3359,-80.2125,33428
Carter Lake,Carter Lake,IA,Iowa,19155,Pottawattamie,41.2884,-95.9171,51510
North El Monte,North El Monte,CA,California,6037,Los Angeles,34.1029,-118.0239,91780 91006
Grayson,Grayson,KY,Kentucky,21043,Carter,38.3317,-82.9371,41143
Cottondale,Cottondale,AL,Alabama,1125,Tuscaloosa,33.1923,-87.4543,35404 35453
Unicoi,Unicoi,TN,Tennessee,47171,Unicoi,36.2217,-82.3292,37692
Kimberly,Kimberly,AL,Alabama,1073,Jefferson,33.7758,-86.7964,35071 35091 35116
Oronoque,Oronoque,CT,Connecticut,9001,Fairfield,41.2527,-73.1089,06614
Washington,Washington,GA,Georgia,13317,Wilkes,33.7355,-82.7426,30673
Camden,Camden,DE,Delaware,10001,Kent,39.099,-75.5571,19934 19904
Golf Manor,Golf Manor,OH,Ohio,39061,Hamilton,39.1878,-84.4469,45237
Crandall,Crandall,TX,Texas,48257,Kaufman,32.6233,-96.4525,75114
French Camp,French Camp,CA,California,6077,San Joaquin,37.8803,-121.2803,95231
North Cape May,North Cape May,NJ,New Jersey,34009,Cape May,38.9804,-74.9509,08204
Brentwood,Brentwood,MD,Maryland,24033,Prince George's,38.9439,-76.9571,20722
Hunter,Hunter,OH,Ohio,39165,Warren,39.494,-84.2852,45005
Marlboro Meadows,Marlboro Meadows,MD,Maryland,24033,Prince George's,38.8374,-76.7144,20774 20772
Freeland,Freeland,PA,Pennsylvania,42079,Luzerne,41.0212,-75.8963,18224
Plainwell,Plainwell,MI,Michigan,26005,Allegan,42.4457,-85.6435,49080
Rising Sun-Lebanon,Rising Sun-Lebanon,DE,Delaware,10001,Kent,39.1,-75.5047,19934 19962 19901
Chinle,Chinle,AZ,Arizona,4001,Apache,36.1505,-109.5794,86503
Ballville,Ballville,OH,Ohio,39143,Sandusky,41.3224,-83.1341,43420
Taylor Creek,Taylor Creek,OH,Ohio,39061,Hamilton,39.2362,-84.6802,45247
Horicon,Horicon,WI,Wisconsin,55027,Dodge,43.4454,-88.6403,53032
Hudson,Hudson,NC,North Carolina,37027,Caldwell,35.8478,-81.4867,28638
Oneida,Oneida,TN,Tennessee,47151,Scott,36.5171,-84.5108,37841 37892
Forestville,Forestville,CA,California,6097,Sonoma,38.4825,-122.8899,95436
Rochester,Rochester,WI,Wisconsin,55101,Racine,42.7338,-88.2489,53167 53105 53138
East Sandwich,East Sandwich,MA,Massachusetts,25001,Barnstable,41.7365,-70.4341,02537
Goodland,Goodland,KS,Kansas,20181,Sherman,39.3489,-101.7143,67735
Avenue B and C,Avenue B and C,AZ,Arizona,4027,Yuma,32.7192,-114.6598,85364
Houston,Houston,MS,Mississippi,28017,Chickasaw,33.8963,-89.0031,38851
Weston Lakes,Weston Lakes,TX,Texas,48157,Fort Bend,29.6627,-95.9352,77441
Glenwood Landing,Glenwood Landing,NY,New York,36059,Nassau,40.8295,-73.6378,11547 11545
Karns,Karns,TN,Tennessee,47093,Knox,35.9778,-84.1091,37931
Old Stine,Old Stine,CA,California,6029,Kern,35.3478,-119.047,93309
Marlboro,Marlboro,NY,New York,36111,Ulster,41.6047,-73.9772,12542
Fort Branch,Fort Branch,IN,Indiana,18051,Gibson,38.2461,-87.5734,47648
SUNY Oswego,SUNY Oswego,NY,New York,36075,Oswego,43.4515,-76.5439,13126
Boonsboro,Boonsboro,MD,Maryland,24043,Washington,39.5078,-77.6585,21713
Aurora,Aurora,IN,Indiana,18029,Dearborn,39.0674,-84.9044,47001
Golden Beach,Golden Beach,MD,Maryland,24037,St. Mary's,38.49,-76.7019,20659
Dana,Dana,NC,North Carolina,37089,Henderson,35.3239,-82.3722,28792 28731 28724
Hardin,Hardin,MT,Montana,30003,Big Horn,45.7422,-107.6082,59034
Sloan,Sloan,NY,New York,36029,Erie,42.8921,-78.7918,14206 14212
Yellow Springs,Yellow Springs,OH,Ohio,39057,Greene,39.7987,-83.8904,45387
Delmar,Delmar,MD,Maryland,24045,Wicomico,38.445,-75.5662,21875
Boardman,Boardman,OR,Oregon,41049,Morrow,45.8378,-119.6937,97818
Highland Falls,Highland Falls,NY,New York,36071,Orange,41.3643,-73.9682,10928
San Joaquin,San Joaquin,CA,California,6019,Fresno,36.6057,-120.1897,93660
South Glens Falls,South Glens Falls,NY,New York,36091,Saratoga,43.2951,-73.6351,12803
Elma Center,Elma Center,NY,New York,36029,Erie,42.8282,-78.6342,14059
Baldwin,Baldwin,GA,Georgia,13137,Habersham,34.486,-83.5497,30531 30510 30511
Riverwoods,Riverwoods,IL,Illinois,17097,Lake,42.1723,-87.8951,60015
Mogadore,Mogadore,OH,Ohio,39153,Summit,41.0523,-81.3994,44260
Byron,Byron,IL,Illinois,17141,Ogle,42.1223,-89.2665,61010
Indian Rocks Beach,Indian Rocks Beach,FL,Florida,12103,Pinellas,27.8961,-82.8444,33785
Val Verde Park,Val Verde Park,TX,Texas,48465,Val Verde,29.3746,-100.8306,78840
North River Shores,North River Shores,FL,Florida,12085,Martin,27.2223,-80.2738,34994
Northwoods,Northwoods,MO,Missouri,29189,St. Louis,38.7035,-90.2824,63121
Cotulla,Cotulla,TX,Texas,48283,La Salle,28.4364,-99.2367,78014
Tabor City,Tabor City,NC,North Carolina,37047,Columbus,34.1538,-78.8737,28463
Independence,Independence,MN,Minnesota,27053,Hennepin,45.0219,-93.7076,55359 55572 55577 55592 55593 55599
Gamewell,Gamewell,NC,North Carolina,37027,Caldwell,35.864,-81.5978,28645
Burbank,Burbank,WA,Washington,53071,Walla Walla,46.2016,-118.9891,99323
Esparto,Esparto,CA,California,6113,Yolo,38.6934,-122.0241,95627
Stanley,Stanley,WI,Wisconsin,55017,Chippewa,44.9597,-90.9423,54768
Planada,Planada,CA,California,6047,Merced,37.2902,-120.3217,95365 95333
Juno Beach,Juno Beach,FL,Florida,12099,Palm Beach,26.8754,-80.0589,33408
Harrington,Harrington,DE,Delaware,10001,Kent,38.9243,-75.5707,19952
Walthourville,Walthourville,GA,Georgia,13179,Liberty,31.7716,-81.6216,31301 31313 31333
Groesbeck,Groesbeck,TX,Texas,48293,Limestone,31.5259,-96.5284,76642
Romeo,Romeo,MI,Michigan,26099,Macomb,42.8049,-83.0041,48065
Rexland Acres,Rexland Acres,CA,California,6029,Kern,35.3051,-118.997,93307
Oliver Springs,Oliver Springs,TN,Tennessee,47001,Anderson,36.0399,-84.3285,37840
Lake Land'Or,Lake Land'Or,VA,Virginia,51033,Caroline,38.017,-77.5593,22546
Westway,Westway,TX,Texas,48141,El Paso,31.9603,-106.576,79835
Walton Park,Walton Park,NY,New York,36071,Orange,41.3142,-74.2237,10950
Wills Point,Wills Point,TX,Texas,48467,Van Zandt,32.7093,-96.0052,75169
Lincoln Park,Lincoln Park,CO,Colorado,8043,Fremont,38.4255,-105.2132,81212
Fort Defiance,Fort Defiance,AZ,Arizona,4001,Apache,35.7477,-109.0674,86504
Mill Bay,Mill Bay,AK,Alaska,2150,Kodiak Island,57.8185,-152.3657,99615
Wyldwood,Wyldwood,TX,Texas,48021,Bastrop,30.1299,-97.48,78612
Chattanooga Valley,Chattanooga Valley,GA,Georgia,13295,Walker,34.9241,-85.3431,30741 30725
Geneva,Geneva,FL,Florida,12117,Seminole,28.7377,-81.1143,32732
Wheatland,Wheatland,CA,California,6115,Yuba,39.0287,-121.39,95692
Nash,Nash,TX,Texas,48037,Bowie,33.4423,-94.1345,75569 75501
Richfield,Richfield,OH,Ohio,39153,Summit,41.2354,-81.6421,44286
Forestdale,Forestdale,MA,Massachusetts,25001,Barnstable,41.6846,-70.5082,02644 02563
Greenhills,Greenhills,OH,Ohio,39061,Hamilton,39.267,-84.5194,45218
Bardonia,Bardonia,NY,New York,36087,Rockland,41.1128,-73.9822,10994 10954
North Yelm,North Yelm,WA,Washington,53067,Thurston,46.9648,-122.6027,98597
Heron Bay,Heron Bay,GA,Georgia,13151,Henry,33.3393,-84.1922,30248
San Diego,San Diego,TX,Texas,48131,Duval,27.7609,-98.2389,78384
Vicksburg,Vicksburg,MI,Michigan,26077,Kalamazoo,42.1185,-85.5413,49097
Red Bud,Red Bud,IL,Illinois,17157,Randolph,38.2096,-89.9989,62278
Montrose,Montrose,MN,Minnesota,27171,Wright,45.0669,-93.9203,55363
Georgetown,Georgetown,IN,Indiana,18043,Floyd,38.2954,-85.964,47122
Marietta-Alderwood,Marietta-Alderwood,WA,Washington,53073,Whatcom,48.7934,-122.5573,98225 98226
Chandler,Chandler,IN,Indiana,18173,Warrick,38.0373,-87.3739,47610
Pocono Woodland Lakes,Pocono Woodland Lakes,PA,Pennsylvania,42103,Pike,41.3225,-74.8902,18337
Jamestown,Jamestown,NC,North Carolina,37081,Guilford,35.9984,-79.9348,27282
Imlay City,Imlay City,MI,Michigan,26087,Lapeer,43.0171,-83.0771,48444
Riverview Park,Riverview Park,PA,Pennsylvania,42011,Berks,40.3912,-75.9509,19605
Jena,Jena,LA,Louisiana,22059,LaSalle,31.6914,-92.1298,71342
Hohenwald,Hohenwald,TN,Tennessee,47101,Lewis,35.5515,-87.5539,38462
Ocilla,Ocilla,GA,Georgia,13155,Irwin,31.5987,-83.2498,31774
Norton,Norton,VA,Virginia,51720,Norton,36.9314,-82.6262,24273
Taylor Lake Village,Taylor Lake Village,TX,Texas,48201,Harris,29.5765,-95.0561,77586
Albia,Albia,IA,Iowa,19135,Monroe,41.0268,-92.8038,52531
Zumbrota,Zumbrota,MN,Minnesota,27049,Goodhue,44.295,-92.6736,55992
Knox,Knox,IN,Indiana,18149,Starke,41.291,-86.6212,46534
Angels,Angels,CA,California,6009,Calaveras,38.0706,-120.5501,95221 95222
Laureles,Laureles,TX,Texas,48061,Cameron,26.1168,-97.4875,78566 78568
Spencerport,Spencerport,NY,New York,36055,Monroe,43.1882,-77.8067,14559
Port Vue,Port Vue,PA,Pennsylvania,42003,Allegheny,40.337,-79.872,15133
Kensington Park,Kensington Park,FL,Florida,12115,Sarasota,27.3578,-82.4942,34235 34230
Squaw Valley,Squaw Valley,CA,California,6019,Fresno,36.6997,-119.1995,93675
Morton,Morton,MS,Mississippi,28123,Scott,32.3455,-89.6572,39117
Dakota Dunes,Dakota Dunes,SD,South Dakota,46127,Union,42.492,-96.487,57049
Nome,Nome,AK,Alaska,2180,Nome,64.5213,-165.4053,99762
Gatlinburg,Gatlinburg,TN,Tennessee,47155,Sevier,35.725,-83.4938,37738
Larned,Larned,KS,Kansas,20145,Pawnee,38.1833,-99.1012,67550
Russell,Russell,KY,Kentucky,21089,Greenup,38.5116,-82.6996,41101 41169 41139
Imbéry,Imbery,PR,Puerto Rico,72017,Barceloneta,18.4371,-66.5566,00617
Whitesboro,Whitesboro,NY,New York,36065,Oneida,43.124,-75.2967,13492
Port St. Joe,Port St. Joe,FL,Florida,12045,Gulf,29.8274,-85.3075,32456 32457
St. Anthony,St. Anthony,ID,Idaho,16043,Fremont,43.9648,-111.6841,83445
Whitney,Whitney,SC,South Carolina,45083,Spartanburg,34.9835,-81.926,29303
Stilwell,Stilwell,OK,Oklahoma,40001,Adair,35.8145,-94.6317,74960
Forsyth,Forsyth,IL,Illinois,17115,Macon,39.9259,-88.9641,62535
Fairbury,Fairbury,IL,Illinois,17105,Livingston,40.746,-88.5158,61739
Paoli,Paoli,IN,Indiana,18117,Orange,38.5572,-86.4698,47454
West Columbia,West Columbia,TX,Texas,48039,Brazoria,29.1422,-95.6491,77486
Cambrian Park,Cambrian Park,CA,California,6085,Santa Clara,37.2563,-121.9287,95124
Edgecliff Village,Edgecliff Village,TX,Texas,48439,Tarrant,32.6561,-97.3406,76134
Barceloneta,Barceloneta,PR,Puerto Rico,72017,Barceloneta,18.453,-66.5381,00617
Emmetsburg,Emmetsburg,IA,Iowa,19147,Palo Alto,43.1145,-94.68,50536
Barrett,Barrett,TX,Texas,48201,Harris,29.8671,-95.0537,77532
Rutherfordton,Rutherfordton,NC,North Carolina,37161,Rutherford,35.3642,-81.9613,28139
Lake California,Lake California,CA,California,6103,Tehama,40.3608,-122.2102,96022
Kitty Hawk,Kitty Hawk,NC,North Carolina,37055,Dare,36.0717,-75.7184,27949
Ridgeland,Ridgeland,SC,South Carolina,45053,Jasper,32.4681,-80.9178,29936
Fetters Hot Springs-Agua Caliente,Fetters Hot Springs-Agua Caliente,CA,California,6097,Sonoma,38.3274,-122.4871,95476
Hazlehurst,Hazlehurst,MS,Mississippi,28029,Copiah,31.8646,-90.3929,39083
Melody Hill,Melody Hill,IN,Indiana,18163,Vanderburgh,38.024,-87.512,47711
Lawrenceville,Lawrenceville,NJ,New Jersey,34021,Mercer,40.3018,-74.7378,08648
Marianna,Marianna,AR,Arkansas,5077,Lee,34.7736,-90.7674,72360
Southgate,Southgate,KY,Kentucky,21037,Campbell,39.0631,-84.4715,41071
Tangerine,Tangerine,FL,Florida,12095,Orange,28.759,-81.6341,32757 32777
Roselawn,Roselawn,IN,Indiana,18111,Newton,41.1535,-87.2881,46310 46372
Campanilla,Campanilla,PR,Puerto Rico,72137,Toa Baja,18.4225,-66.2391,00949
Honea Path,Honea Path,SC,South Carolina,45007,Anderson,34.4476,-82.395,29654
Thorndale,Thorndale,PA,Pennsylvania,42029,Chester,39.9991,-75.7517,19372 19335
Ladonia,Ladonia,AL,Alabama,1113,Russell,32.4609,-85.0877,36870 36869
Eastover,Eastover,NC,North Carolina,37051,Cumberland,35.0959,-78.7862,28395 28312
Maiden,Maiden,NC,North Carolina,37035,Catawba,35.5845,-81.224,28650 28658
Gunnison,Gunnison,UT,Utah,49039,Sanpete,39.1569,-111.8135,84634
Bloomer,Bloomer,WI,Wisconsin,55017,Chippewa,45.1033,-91.4915,54724
Minoa,Minoa,NY,New York,36067,Onondaga,43.0742,-76.0083,13116
Thomasville,Thomasville,AL,Alabama,1025,Clarke,31.911,-87.7419,36784
Alturas,Alturas,FL,Florida,12105,Polk,27.8417,-81.6952,33859 33841 33830 33820
Lowell,Lowell,NC,North Carolina,37071,Gaston,35.2688,-81.1013,28098
Manila,Manila,AR,Arkansas,5093,Mississippi,35.8847,-90.1652,72442
Eastland,Eastland,TX,Texas,48133,Eastland,32.4024,-98.8176,76448
Manchester,Manchester,GA,Georgia,13199,Meriwether,32.8565,-84.6329,31816 31830
Franklinton,Franklinton,LA,Louisiana,22117,Washington,30.848,-90.1459,70438
Camden,Camden,TN,Tennessee,47005,Benton,36.0663,-88.1047,38320
Umatilla,Umatilla,FL,Florida,12069,Lake,28.9273,-81.665,32784
Harrisburg,Harrisburg,OR,Oregon,41043,Linn,44.2719,-123.1656,97446
North Brooksville,North Brooksville,FL,Florida,12053,Hernando,28.5731,-82.3744,34601
Kennesaw State University,Kennesaw State University,GA,Georgia,13067,Cobb,34.0379,-84.5826,30144
Stanford,Stanford,KY,Kentucky,21137,Lincoln,37.5331,-84.6602,40484
Carefree,Carefree,AZ,Arizona,4013,Maricopa,33.8234,-111.9161,85377
Grand Mound,Grand Mound,WA,Washington,53067,Thurston,46.8018,-123.0118,98579 98531
South Toms River,South Toms River,NJ,New Jersey,34029,Ocean,39.9418,-74.2087,08757
Barron,Barron,WI,Wisconsin,55005,Barron,45.4015,-91.8476,54812
Hayfork,Hayfork,CA,California,6105,Trinity,40.561,-123.1298,96041
Omro,Omro,WI,Wisconsin,55139,Winnebago,44.0391,-88.7378,54963
